tag,value,unit,recorded_at,source,external_id
chw_supply_temp_c,7.18,C,2026-08-20T07:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-000
chw_supply_temp_c,7.3,C,2026-08-20T08:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-001
chw_supply_temp_c,6.69,C,2026-08-20T09:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-002
chw_supply_temp_c,7.07,C,2026-08-20T10:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-003
chw_supply_temp_c,7.35,C,2026-08-20T11:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-004
chw_supply_temp_c,7.03,C,2026-08-20T12:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-005
chw_supply_temp_c,7.04,C,2026-08-20T13:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-006
chw_supply_temp_c,7.48,C,2026-08-20T14:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-007
chw_supply_temp_c,7.41,C,2026-08-20T15:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-008
chw_supply_temp_c,7.12,C,2026-08-20T16:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-009
chw_supply_temp_c,7.51,C,2026-08-20T17:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-010
chw_supply_temp_c,7.14,C,2026-08-20T18:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-011
chw_supply_temp_c,6.87,C,2026-08-20T19:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-012
chw_supply_temp_c,7.74,C,2026-08-20T20:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-013
chw_supply_temp_c,6.77,C,2026-08-20T21:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-014
chw_supply_temp_c,7.01,C,2026-08-20T22:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-015
chw_supply_temp_c,8.06,C,2026-08-20T23:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-016
chw_supply_temp_c,7.1,C,2026-08-21T00:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-017
chw_supply_temp_c,7.17,C,2026-08-21T01:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-018
chw_supply_temp_c,7.18,C,2026-08-21T02:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-019
chw_supply_temp_c,7.29,C,2026-08-21T03:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-020
chw_supply_temp_c,7.34,C,2026-08-21T04:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-021
chw_supply_temp_c,7.46,C,2026-08-21T05:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-022
chw_supply_temp_c,7.16,C,2026-08-21T06:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-023
chw_supply_temp_c,7.04,C,2026-08-21T07:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-024
chw_supply_temp_c,6.87,C,2026-08-21T08:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-025
chw_supply_temp_c,7.41,C,2026-08-21T09:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-026
chw_supply_temp_c,7.38,C,2026-08-21T10:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-027
chw_supply_temp_c,7.15,C,2026-08-21T11:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-028
chw_supply_temp_c,6.94,C,2026-08-21T12:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-029
chw_supply_temp_c,6.83,C,2026-08-21T13:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-030
chw_supply_temp_c,7.45,C,2026-08-21T14:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-031
chw_supply_temp_c,7.33,C,2026-08-21T15:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-032
chw_supply_temp_c,7.39,C,2026-08-21T16:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-033
chw_supply_temp_c,7.04,C,2026-08-21T17:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-034
chw_supply_temp_c,7.02,C,2026-08-21T18:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-035
chw_supply_temp_c,7.3,C,2026-08-21T19:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-036
chw_supply_temp_c,7.3,C,2026-08-21T20:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-037
chw_supply_temp_c,7.3,C,2026-08-21T21:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-038
chw_supply_temp_c,7.34,C,2026-08-21T22:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-039
chw_supply_temp_c,7.74,C,2026-08-21T23:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-040
chw_supply_temp_c,7.67,C,2026-08-22T00:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-041
chw_supply_temp_c,7.77,C,2026-08-22T01:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-042
chw_supply_temp_c,7.17,C,2026-08-22T02:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-043
chw_supply_temp_c,7.53,C,2026-08-22T03:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-044
chw_supply_temp_c,7.57,C,2026-08-22T04:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-045
chw_supply_temp_c,7.65,C,2026-08-22T05:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-046
chw_supply_temp_c,6.86,C,2026-08-22T06:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-047
chw_supply_temp_c,7.74,C,2026-08-22T07:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-048
chw_supply_temp_c,7.46,C,2026-08-22T08:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-049
chw_supply_temp_c,7.25,C,2026-08-22T09:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-050
chw_supply_temp_c,7.27,C,2026-08-22T10:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-051
chw_supply_temp_c,7.15,C,2026-08-22T11:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-052
chw_supply_temp_c,7.8,C,2026-08-22T12:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-053
chw_supply_temp_c,6.86,C,2026-08-22T13:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-054
chw_supply_temp_c,7.34,C,2026-08-22T14:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-055
chw_supply_temp_c,7.28,C,2026-08-22T15:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-056
chw_supply_temp_c,7.24,C,2026-08-22T16:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-057
chw_supply_temp_c,6.57,C,2026-08-22T17:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-058
chw_supply_temp_c,7.52,C,2026-08-22T18:00:00Z,plc_export,CHILL-01-chw_supply_temp_c-059
